UserID+Query#,Duration in ms
58131+35,20
16044+39,5
25140+3,1
16044+38,8
25140+2,10
16044+37,12
25140+1,15
16044+36,16
16044+35,21
16044+34,21
16044+33,32
39339+19,50
39339+28,2
39339+27,7
39339+26,20
39339+25,31
39339+24,11
42743+3,1
39339+23,16
78549+1,10
39339+22,23
78549+0,16
20244+8,133
39339+21,26
20244+7,193
39339+20,33
16044+40,2
20244+9,149
25140+0,20
20244+0,157
20244+2,218
20244+1,159
20244+4,136
20244+3,367
20244+6,214
20244+5,219
42743+0,17
78549+3,1
78549+2,6
42743+2,7
42743+1,7
50492+3,100
50492+4,118
50492+1,268
50492+2,204
50492+7,104
50492+8,106
50492+5,115
50492+6,107
50492+0,99
50492+9,106
60793+10,12
60793+11,8
60793+12,2
79053+7,152
79053+8,121
79053+9,98
39246+39,32
39246+38,35
57167+0,4648
39246+37,31
57167+1,19
39246+36,23
57167+2,22
57167+3,11
79053+0,111
57167+4,12
79053+1,136
57167+5,5
79053+2,9092
57167+6,2
79053+3,114
79053+4,131
79053+5,76
79053+6,4635
39246+44,0
39246+43,5
39246+42,7
39246+41,9
39246+40,10
12153+9,6
59349+8,224
87424+3,4
12153+8,9
59349+7,171
87424+2,7
12153+7,11
87424+1,12
12153+6,15
59349+9,137
87424+0,4576
12153+5,24
12153+4,31
12153+3,25
12153+2,34
12153+1,37
12153+0,44
14677+8,743
14677+9,89
40805+2,11
40805+3,9
40805+4,3
14411+1,19
14411+0,13
16044+10,1073
14411+3,6
14411+2,8
14411+4,1
40805+0,14
40805+1,13
16044+18,366
16044+17,90
16044+16,59
16044+15,577
16044+14,133
16044+13,790
16044+12,93
16044+11,103
16044+19,74
38337+10,118
38337+11,92
38337+12,186
38337+13,70
38337+14,109
38337+15,90
38337+16,100
38337+17,75
16044+21,92
14677+0,148
16044+20,46
14677+1,78
14677+2,95
14677+3,151
14677+4,912
14677+5,120
14677+6,122
14677+7,137
16044+29,23
16044+28,23
16044+27,24
16044+26,63
16044+25,40
16044+24,59
16044+23,52
16044+22,39
22698+0,0
59349+4,9227
59349+3,105
59349+6,95
59349+5,94
87424+4,2
59349+0,136
59349+2,340
59349+1,146
95921+0,0
16044+32,50
16044+31,38
16044+30,171
38337+29,58
7653+2,0
7653+0,12
7653+1,3
38337+32,27
38337+33,26
38337+34,28
38337+35,27
38337+36,16
38337+37,10
38337+38,5
38337+39,1
38337+30,33
38337+31,33
44298+5,259
44298+4,139
44298+3,173
44298+2,95
44298+9,114
44298+8,9668
44298+7,171
44298+6,104
38337+18,104
38337+19,43
44298+1,146
44298+0,172
38337+21,87
99823+6,8
38337+22,66
99823+7,8
38337+23,51
99823+8,5
38337+24,64
99823+9,1
38337+25,62
99823+2,9164
38337+26,66
99823+3,4655
38337+27,57
99823+4,14
38337+28,80
99823+5,9
66754+40,1
38337+20,52
66754+37,17
66754+36,26
66754+39,8
66754+38,12
66754+33,19
66754+32,41
66754+35,22
66754+34,35
66754+31,25
66754+30,34
3699+2,7
66754+29,48
3699+3,5
3699+0,19
3699+1,9
66754+26,42
66754+25,75
66754+28,62
3699+4,2
66754+27,53
66754+22,70
54069+3,4
66754+21,61
66754+24,4525
66754+23,83
54069+0,9
66754+20,55
54069+1,11
54069+2,5
39246+29,221
39246+28,381
98105+3,31
39246+27,600
98105+2,47
39246+26,88
98105+1,33
39246+25,97
98105+0,38
4000+41,0
4000+40,10
66754+19,103
17984+5,1
66754+18,54
17984+4,12
66754+15,87
66754+14,68
66754+17,91
66754+16,84
66754+11,120
39246+35,32
66754+10,84
39246+34,34
66754+13,55
39246+33,46
66754+12,125
39246+32,47
39246+31,47
17984+1,26
39246+30,59
17984+0,19
17984+3,11
17984+2,23
39246+19,109
39246+18,847
39246+17,939
34030+1,1
39246+16,142
39246+15,1053
39246+14,101
34030+0,6
4000+33,39
4000+32,233
4000+31,376
4000+30,44
4000+39,16
4000+38,14
4000+37,18
4000+36,20
4000+35,39
4000+34,21
39246+24,76
98105+7,17
39246+23,79
98105+6,19
39246+22,88
98105+5,107
39246+21,96
98105+4,34
39246+20,145
98105+9,7
98105+8,12
93631+0,12
4000+22,576
4000+21,144
4000+20,107
99823+0,38
99823+1,30
85097+6,118
85097+7,71
4000+29,66
85097+8,122
4000+28,73
85097+9,97
4000+27,86
85097+2,9203
4000+26,79
85097+3,90
4000+25,81
85097+4,109
4000+24,99
85097+5,146
4000+23,88
39246+13,136
39246+12,133
85097+0,141
39246+11,166
85097+1,141
39246+10,4724
4000+11,143
4000+10,111
4000+19,134
25554+6,105
39339+18,33
54581+7,67
4000+18,134
25554+7,107
39339+17,58
54581+6,56
4000+17,65
25554+8,75
39339+16,48
54581+5,113
4000+16,93
25554+9,66
39339+15,62
54581+4,72
4000+15,99
25554+2,106
39339+14,45
4000+14,104
25554+3,142
39339+13,154
4000+13,158
25554+4,85
39339+12,66
54581+9,51
4000+12,142
25554+5,75
39339+11,54
54581+8,73
39339+10,107
93631+4,1
93631+3,9
25554+0,146
93631+2,19
25554+1,104
93631+1,10
54581+3,92
54581+2,98
54581+1,98
54581+0,263
66735+10,68
66735+12,58
66735+11,92
66735+14,101
66735+13,57
66735+16,773
66735+15,44
66735+18,67
66735+17,84
83234+10,9
66735+19,80
83234+11,10
83234+12,3
83234+13,1
77359+10,153
94678+0,150
94678+2,113
94678+1,247
77359+14,87
94678+4,169
77359+13,147
94678+3,151
77359+12,130
94678+6,96
77359+11,166
94678+5,106
77359+18,115
94678+8,4566
37212+3,2
77359+17,136
94678+7,90
37212+2,6
77359+16,58
37212+1,8
77359+15,157
94678+9,119
37212+0,41
77359+19,125
66735+21,380
66735+20,607
64428+0,112
66735+23,48
64428+1,176
66735+22,51
64428+2,106
66735+25,43
64428+3,93
66735+24,48
64428+4,92
66735+27,47
64428+5,142
66735+26,44
64428+6,242
66735+29,226
64428+7,57
66735+28,32
64428+8,77
64428+9,55
47664+39,27
47664+44,5
47664+45,1
47664+42,12
835+0,27
47664+43,8
47664+40,26
47664+41,19
51727+1,5
51727+2,0
51727+0,9
47664+28,74
47664+29,61
47664+33,36
28391+14,113
17701+2,26
47664+34,38
28391+13,88
17701+1,56
47664+31,58
28391+16,74
17701+4,26
47664+32,63
28391+15,69
17701+3,14
47664+37,19
28391+18,43
17701+6,6
47664+38,33
28391+17,72
17701+5,13
47664+35,43
47664+36,41
28391+19,4674
17701+7,1
28391+10,72
47664+30,31
28391+12,61
17701+0,23
28391+11,125
16597+5,7
16597+6,5
16597+7,2
16597+1,30
44298+10,67
16597+2,20
44298+11,113
16597+3,16
44298+12,4731
16597+4,12
44298+13,91
44298+14,55
44298+15,78
42921+0,31
44298+16,71
16597+0,4524
85079+2,210
85079+3,9328
85079+4,116
85079+5,101
85079+0,92
85079+1,142
96820+18,68
96820+17,33
96820+19,62
44298+20,68
96820+10,4747
835+6,1
44298+21,48
835+5,4
44298+22,50
96820+12,58
44298+23,76
96820+11,60
44298+24,49
85079+6,222
96820+14,117
835+2,29
44298+25,30
85079+7,83
96820+13,76
835+1,31
44298+26,25
85079+8,125
96820+16,62
835+4,22
44298+27,40
85079+9,164
96820+15,61
835+3,10
44298+17,78
42921+2,15
44298+18,84
42921+1,18
44298+19,51
42921+4,12
42921+3,13
42921+6,1
42921+5,6
96820+29,6
61438+29,122
96820+28,9
61438+26,49
61438+25,46
61438+28,70
61438+27,39
44298+30,22
44298+31,17
96820+21,41
44298+32,5
96820+20,45
44298+33,9
96820+23,41
44298+34,2
96820+22,48
96820+25,16
96820+24,31
96820+27,13
96820+26,15
44298+28,34
44298+29,15
61438+22,81
86773+30,2
61438+21,52
61438+24,57
61438+23,46
61438+20,65
61438+19,113
61438+18,72
61438+15,71
61438+14,71
61438+17,119
61438+16,68
96820+30,2
61438+11,91
61438+10,113
61438+13,84
61438+12,168
13887+21,53
13887+20,79
13887+23,35
13887+22,54
13887+29,20
46071+2,29
13887+28,24
46071+1,25
46071+0,36
13887+25,42
13887+24,52
13887+27,37
13887+26,35
97642+4,11
97642+3,16
97642+2,35
35013+3,12
97642+1,29
35013+4,2
46071+7,2
97642+0,24
46071+6,9
46071+5,9
46071+4,14
46071+3,23
35013+1,12
35013+2,9
35013+0,21
13887+10,122
45848+2,3
45848+3,0
13887+12,141
45848+0,11
13887+11,126
45848+1,5
13887+18,4608
13887+17,47
13887+19,51
13887+14,84
13887+13,81
47450+30,3
13887+16,86
13887+15,76
47450+24,24
47450+23,19
47450+26,23
47450+25,22
47450+28,7
47450+27,13
47450+29,7
84999+12,132
84999+11,149
84999+10,262
47450+20,50
47450+22,33
47450+21,49
47450+13,66
6622+1,0
84999+19,55
47450+12,204
84999+18,129
47450+15,4604
84999+17,177
47450+14,142
6622+0,4
84999+16,90
47450+17,49
84999+15,108
47450+16,49
84999+14,92
47450+19,29
84999+13,183
47450+18,57
24104+8,4
24104+9,1
13887+32,8
24104+4,34
13887+31,11
24104+5,19
13887+34,3
24104+6,15
31971+0,5
13887+33,7
24104+7,9
31971+1,0
24104+0,38
24104+1,18
13887+30,11
24104+2,23
24104+3,36
84999+23,80
84999+22,100
84999+21,62
84999+20,103
97642+7,3
47450+11,76
97642+6,7
47450+10,64
97642+5,12
31642+1,30
31642+2,13
84999+29,108
31642+3,8
84999+28,87
31642+4,5
84999+27,71
84999+26,88
84999+25,49
84999+24,71
31642+0,27
44906+5,452
28391+25,67
44906+4,107
28391+24,52
44906+7,115
28391+27,24
44906+6,118
28391+26,26
44906+9,276
28391+29,25
44906+8,105
28391+28,23
73010+9,142
73010+8,174
17046+0,13
17046+1,22
46227+1,15
17046+2,9
46227+0,18
44906+1,139
28391+21,43
17046+3,15
46227+3,5
44906+0,135
28391+20,49
17046+4,8
46227+2,12
44906+3,580
28391+23,32
17046+5,4
44906+2,94
28391+22,44
17046+6,3
46227+4,1
73010+1,221
73010+0,264
73010+3,194
73010+2,218
73010+5,158
73010+4,164
73010+7,186
73010+6,160
77359+43,1
77359+42,4
28391+35,1
77359+41,14
77359+40,17
28391+30,35
28391+32,220
28391+31,19
28391+34,7
28391+33,7
66735+32,16
28391+6,94
96196+0,10
61438+0,141
66735+31,15
28391+7,93
96196+1,0
66735+34,7
28391+8,88
66735+33,9
28391+9,89
61438+3,4612
66735+36,3
61438+4,94
66735+35,6
61438+1,153
61438+2,280
61438+7,84
61438+8,114
61438+5,166
96820+1,106
61438+6,159
96820+0,263
61438+9,102
77359+32,31
77359+31,48
77359+30,74
77359+36,40
77359+35,117
77359+34,38
77359+33,37
77359+39,20
77359+38,16
28391+0,191
77359+37,24
28391+1,9164
28391+2,80
28391+3,129
66735+30,22
28391+4,143
28391+5,174
13040+5,2
13040+2,8
13040+1,14
13040+4,14
13040+3,21
77359+21,78
96820+7,58
16237+9,46
77359+20,120
96820+6,59
16237+8,63
96820+9,159
16237+7,86
96820+8,271
16237+6,143
77359+25,73
96820+3,68
16237+5,58
77359+24,101
96820+2,99
16237+4,52
77359+23,76
96820+5,9052
16237+3,106
77359+22,107
96820+4,77
16237+2,75
77359+29,43
16237+1,125
77359+28,54
16237+0,106
77359+27,78
13040+0,24
77359+26,72
39246+8,105
39246+7,241
39246+6,175
39246+5,147
39246+9,100
39246+0,198
39246+4,175
39246+3,186
39246+2,166
39246+1,9357
36846+5,14
36846+4,24
36846+7,4
36846+6,9
13645+7,91
31882+9,80
13645+6,95
13645+9,68
31882+7,170
13645+8,88
31882+8,80
36846+1,18
36846+0,30
36846+3,30
36846+2,16
50240+0,0
94678+11,135
94678+10,326
12153+11,1
12153+10,5
94678+17,108
9608+1,3
94678+16,51
9608+0,5
94678+19,126
94678+18,82
94678+13,70
94678+12,113
94678+15,77
94678+14,79
9608+2,1
94678+31,29
94678+30,37
94678+33,83
94678+32,25
84999+34,57
84999+33,33
84999+32,4631
84999+31,45
84999+30,85
31642+5,1
66735+7,4699
66735+6,147
66735+9,93
70934+2,2
84999+39,27
66735+8,227
84999+38,23
66735+3,135
84999+37,48
66735+2,105
84999+36,39
66735+5,193
84999+35,27
66735+4,282
68801+0,0
81958+4,2
94678+35,10
70934+0,9
81958+2,13
76578+1,8
94678+34,13
70934+1,7
81958+3,8
76578+0,26
94678+37,0
81958+0,18
76578+3,2
94678+36,10
81958+1,13
76578+2,8
94678+20,50
94678+22,103
94678+21,102
84999+44,2
84999+43,7
84999+42,11
84999+41,11
84999+40,11
41131+1,0
94678+28,45
94678+27,44
94678+29,42
94678+24,81
41131+0,3
94678+23,60
94678+26,48
94678+25,66
16237+17,45
16237+18,37
16237+19,44
31882+1,126
31882+2,258
31882+0,152
31882+5,104
87678+1,13
31882+6,85
87678+2,7
31882+3,172
31882+4,127
87678+0,29
16237+24,14
16237+25,6
16237+26,3
16237+20,37
16237+21,23
16237+22,12
16237+23,12
66735+1,9160
87678+3,1
66735+0,277
6515+4,2
6515+3,8
6515+2,15
6515+1,16
6515+0,10
16237+13,41
16237+14,54
16237+15,49
16237+16,59
16237+10,56
16237+11,78
16237+12,34
35929+6,1
35929+5,4
35929+0,49
35929+2,38
35929+1,24
35929+4,11
35929+3,17
86773+16,39
86773+15,70
86773+14,76
86773+13,51
86773+19,33
86773+18,77
86773+17,70
86773+12,4602
86773+11,79
86773+10,9169
61438+36,1
86773+27,9
86773+26,28
86773+25,215
86773+24,31
86773+29,5
86773+28,13
61438+33,15
61438+32,25
61438+35,6
61438+34,13
86773+23,45
86773+22,33
61438+31,27
86773+21,39
61438+30,29
86773+20,37
48039+8,88
48039+7,67
48039+6,89
48039+5,79
48039+4,67
48039+3,110
48039+2,96
48039+1,113
48039+0,220
94340+9,127
94340+7,125
94340+8,100
47664+19,109
47664+17,123
47664+18,107
48039+9,71
47664+22,84
47664+23,80
47664+20,107
47664+21,165
47664+26,75
47664+27,84
47664+24,76
47664+25,70
75755+1,10
75755+0,23
75755+5,1
75755+4,3
75755+3,5
75755+2,10
47664+11,133
47664+12,135
47664+10,138
47664+15,65
47664+16,179
47664+13,87
47664+14,123
94340+5,98
94340+6,126
94340+3,137
94340+4,148
94340+1,149
94340+2,118
94340+0,173
75270+1,34
75270+0,99
75270+3,14
75270+2,24
75270+5,1
75270+4,6
39758+12,2
39758+10,15
39758+11,10
47887+1,0
47887+0,6
